chr.x	START.x	END.x	chr.y	START.y	END.y
Neurons	222	223	SubcutaneousAdipocytes	123	124
Neurons	227	228	SubcutaneousAdipocytes	105	106
Neurons	233	234	SubcutaneousAdipocytes	19	20
Neurons	241	242	SubcutaneousAdipocytes	64	65
Neurons	246	247	SubcutaneousAdipocytes	53	54
Neurons	247	248	SubcutaneousAdipocytes	97	98
Neurons	252	253	SubcutaneousAdipocytes	119	120
Neurons	254	255	SubcutaneousAdipocytes	24	25
Neurons	267	268	SubcutaneousAdipocytes	21	22
Neurons	272	273	SubcutaneousAdipocytes	25	26
Neurons	274	275	SubcutaneousAdipocytes	127	128
Neurons	280	281	SubcutaneousAdipocytes	3	4
Neurons	290	291	SubcutaneousAdipocytes	7	8
SHSY5Y	133	134	CACO2	46	47
SHSY5Y	141	142	CACO2	110	111
SHSY5Y	108	109	CACO2	38	39
SHSY5Y	116	117	CACO2	68	69
SHSY5Y	132	133	CACO2	98	99
SHSY5Y	135	136	CACO2	10	11
SHSY5Y	38	39	CACO2	54	55
SHSY5Y	54	55	CACO2	92	93
SHSY5Y	117	118	CACO2	73	74
SHSY5Y	145	146	CACO2	62	63
SHSY5Y	146	147	CACO2	32	33
SHSY5Y	100	101	CACO2	57	58
SHSY5Y	163	164	CACO2	67	68
SHSY5Y	129	130	CACO2	65	66
SHSY5Y	144	145	CACO2	7	8
SHSY5Y	104	105	CACO2	97	98
SHSY5Y	18	19	CACO2	115	116
SHSY5Y	164	165	CACO2	155	156
SHSY5Y	101	102	CACO2	3	4
SHSY5Y	56	57	CACO2	55	56
SHSY5Y	98	99	CACO2	198	199
SHSY5Y	94	95	CACO2	149	150
SHSY5Y	96	97	CACO2	64	65
SHSY5Y	2	3	CACO2	4	5
SHSY5Y	42	43	CACO2	173	174
SHSY5Y	109	110	CACO2	207	208
SHSY5Y	1	2	CACO2	199	200
SHSY5Y	4	5	CACO2	103	104
SHSY5Y	6	7	CACO2	167	168
SHSY5Y	13	14	CACO2	71	72
SHSY5Y	16	17	CACO2	66	67
SHSY5Y	25	26	CACO2	171	172
SHSY5Y	27	28	CACO2	162	163
SHSY5Y	37	38	CACO2	95	96
SHSY5Y	40	41	CACO2	87	88
SHSY5Y	55	56	CACO2	49	50
SHSY5Y	61	62	CACO2	91	92
SHSY5Y	63	64	CACO2	35	36
SHSY5Y	78	79	CACO2	195	196
SHSY5Y	80	81	CACO2	102	103
SHSY5Y	88	89	CACO2	193	194
SHSY5Y	93	94	CACO2	24	25
SHSY5Y	105	106	CACO2	2	3
SHSY5Y	112	113	CACO2	151	152
SHSY5Y	143	144	CACO2	159	160
SHSY5Y	158	159	CACO2	19	20
SHSY5Y	161	162	CACO2	20	21
SHSY5Y	162	163	CACO2	206	207
SHSY5Y	165	166	CACO2	25	26
SHSY5Y	156	157	Monocytes	134	135
SHSY5Y	46	47	Monocytes	212	213
SHSY5Y	133	134	Monocytes	154	155
SHSY5Y	108	109	Monocytes	121	122
SHSY5Y	116	117	Monocytes	117	118
SHSY5Y	135	136	Monocytes	31	32
SHSY5Y	157	158	Monocytes	155	156
SHSY5Y	145	146	Monocytes	177	178
SHSY5Y	71	72	Monocytes	11	12
SHSY5Y	0	1	Monocytes	3	4
SHSY5Y	130	131	Monocytes	184	185
SHSY5Y	103	104	Monocytes	141	142
SHSY5Y	11	12	Monocytes	136	137
SHSY5Y	104	105	Monocytes	26	27
SHSY5Y	164	165	Monocytes	180	181
SHSY5Y	153	154	Monocytes	153	154
SHSY5Y	127	128	Monocytes	119	120
SHSY5Y	122	123	Monocytes	205	206
SHSY5Y	94	95	Monocytes	182	183
SHSY5Y	115	116	Monocytes	194	195
SHSY5Y	85	86	Monocytes	120	121
SHSY5Y	7	8	Monocytes	94	95
SHSY5Y	12	13	Monocytes	237	238
SHSY5Y	14	15	Monocytes	59	60
SHSY5Y	22	23	Monocytes	192	193
SHSY5Y	23	24	Monocytes	261	262
SHSY5Y	30	31	Monocytes	103	104
SHSY5Y	35	36	Monocytes	200	201
SHSY5Y	37	38	Monocytes	18	19
SHSY5Y	40	41	Monocytes	93	94
SHSY5Y	41	42	Monocytes	146	147
SHSY5Y	43	44	Monocytes	189	190
SHSY5Y	47	48	Monocytes	36	37
SHSY5Y	49	50	Monocytes	143	144
SHSY5Y	50	51	Monocytes	85	86
SHSY5Y	62	63	Monocytes	247	248
SHSY5Y	67	68	Monocytes	171	172
SHSY5Y	69	70	Monocytes	160	161
SHSY5Y	72	73	Monocytes	46	47
SHSY5Y	73	74	Monocytes	162	163
SHSY5Y	75	76	Monocytes	197	198
SHSY5Y	87	88	Monocytes	7	8
SHSY5Y	88	89	Monocytes	16	17
SHSY5Y	93	94	Monocytes	142	143
SHSY5Y	95	96	Monocytes	199	200
SHSY5Y	97	98	Monocytes	148	149
SHSY5Y	106	107	Monocytes	204	205
SHSY5Y	121	122	Monocytes	64	65
SHSY5Y	123	124	Monocytes	63	64
SHSY5Y	124	125	Monocytes	48	49
SHSY5Y	126	127	Monocytes	49	50
SHSY5Y	128	129	Monocytes	47	48
SHSY5Y	150	151	Monocytes	90	91
SHSY5Y	152	153	Monocytes	191	192
SHSY5Y	155	156	Monocytes	140	141
SHSY5Y	160	161	Monocytes	106	107
SHSY5Y	156	157	TCell	22	23
SHSY5Y	111	112	TCell	48	49
SHSY5Y	10	11	TCell	23	24
SHSY5Y	146	147	TCell	85	86
SHSY5Y	103	104	TCell	68	69
SHSY5Y	101	102	TCell	67	68
SHSY5Y	76	77	TCell	78	79
SHSY5Y	13	14	TCell	10	11
SHSY5Y	22	23	TCell	46	47
SHSY5Y	27	28	TCell	4	5
SHSY5Y	52	53	TCell	64	65
SHSY5Y	62	63	TCell	87	88
SHSY5Y	68	69	TCell	81	82
SHSY5Y	75	76	TCell	33	34
SHSY5Y	90	91	TCell	96	97
SHSY5Y	110	111	TCell	1	2
SHSY5Y	126	127	TCell	14	15
SHSY5Y	139	140	TCell	53	54
SHSY5Y	46	47	Hepatocytes	104	105
SHSY5Y	91	92	Hepatocytes	159	160
SHSY5Y	71	72	Hepatocytes	143	144
SHSY5Y	53	54	Hepatocytes	76	77
SHSY5Y	0	1	Hepatocytes	22	23
SHSY5Y	18	19	Hepatocytes	16	17
SHSY5Y	122	123	Hepatocytes	164	165
SHSY5Y	118	119	Hepatocytes	29	30
SHSY5Y	19	20	Hepatocytes	69	70
SHSY5Y	1	2	Hepatocytes	7	8
SHSY5Y	4	5	Hepatocytes	11	12
SHSY5Y	5	6	Hepatocytes	146	147
SHSY5Y	8	9	Hepatocytes	89	90
SHSY5Y	9	10	Hepatocytes	140	141
SHSY5Y	15	16	Hepatocytes	149	150
SHSY5Y	34	35	Hepatocytes	90	91
SHSY5Y	39	40	Hepatocytes	122	123
SHSY5Y	49	50	Hepatocytes	142	143
SHSY5Y	52	53	Hepatocytes	38	39
SHSY5Y	59	60	Hepatocytes	20	21
SHSY5Y	64	65	Hepatocytes	67	68
SHSY5Y	74	75	Hepatocytes	18	19
SHSY5Y	75	76	Hepatocytes	63	64
SHSY5Y	82	83	Hepatocytes	71	72
SHSY5Y	87	88	Hepatocytes	73	74
SHSY5Y	88	89	Hepatocytes	151	152
SHSY5Y	89	90	Hepatocytes	163	164
SHSY5Y	99	100	Hepatocytes	160	161
SHSY5Y	113	114	Hepatocytes	13	14
SHSY5Y	148	149	Hepatocytes	155	156
SHSY5Y	154	155	Hepatocytes	110	111
SHSY5Y	161	162	Hepatocytes	126	127
SHSY5Y	46	47	VisceralAdipocytes	156	157
SHSY5Y	108	109	VisceralAdipocytes	102	103
SHSY5Y	38	39	VisceralAdipocytes	28	29
SHSY5Y	51	52	VisceralAdipocytes	7	8
SHSY5Y	92	93	VisceralAdipocytes	12	13
SHSY5Y	107	108	VisceralAdipocytes	165	166
SHSY5Y	117	118	VisceralAdipocytes	19	20
SHSY5Y	44	45	VisceralAdipocytes	76	77
SHSY5Y	71	72	VisceralAdipocytes	96	97
SHSY5Y	103	104	VisceralAdipocytes	65	66
SHSY5Y	163	164	VisceralAdipocytes	25	26
SHSY5Y	11	12	VisceralAdipocytes	140	141
SHSY5Y	18	19	VisceralAdipocytes	149	150
SHSY5Y	26	27	VisceralAdipocytes	157	158
SHSY5Y	20	21	VisceralAdipocytes	106	107
SHSY5Y	81	82	VisceralAdipocytes	163	164
SHSY5Y	76	77	VisceralAdipocytes	9	10
SHSY5Y	86	87	VisceralAdipocytes	24	25
SHSY5Y	27	28	VisceralAdipocytes	112	113
SHSY5Y	28	29	VisceralAdipocytes	118	119
SHSY5Y	45	46	VisceralAdipocytes	103	104
SHSY5Y	49	50	VisceralAdipocytes	18	19
SHSY5Y	50	51	VisceralAdipocytes	126	127
SHSY5Y	52	53	VisceralAdipocytes	116	117
SHSY5Y	55	56	VisceralAdipocytes	109	110
SHSY5Y	58	59	VisceralAdipocytes	113	114
SHSY5Y	62	63	VisceralAdipocytes	59	60
SHSY5Y	66	67	VisceralAdipocytes	60	61
SHSY5Y	67	68	VisceralAdipocytes	111	112
SHSY5Y	73	74	VisceralAdipocytes	125	126
SHSY5Y	74	75	VisceralAdipocytes	167	168
SHSY5Y	77	78	VisceralAdipocytes	17	18
SHSY5Y	80	81	VisceralAdipocytes	51	52
SHSY5Y	84	85	VisceralAdipocytes	95	96
SHSY5Y	93	94	VisceralAdipocytes	86	87
SHSY5Y	97	98	VisceralAdipocytes	70	71
SHSY5Y	113	114	VisceralAdipocytes	61	62
SHSY5Y	125	126	VisceralAdipocytes	97	98
SHSY5Y	131	132	VisceralAdipocytes	54	55
SHSY5Y	138	139	VisceralAdipocytes	127	128
SHSY5Y	140	141	VisceralAdipocytes	172	173
SHSY5Y	151	152	VisceralAdipocytes	115	116
SHSY5Y	161	162	VisceralAdipocytes	69	70
SHSY5Y	108	109	SubcutaneousAdipocytes	45	46
SHSY5Y	92	93	SubcutaneousAdipocytes	16	17
SHSY5Y	146	147	SubcutaneousAdipocytes	126	127
SHSY5Y	24	25	SubcutaneousAdipocytes	124	125
SHSY5Y	100	101	SubcutaneousAdipocytes	0	1
SHSY5Y	129	130	SubcutaneousAdipocytes	10	11
SHSY5Y	56	57	SubcutaneousAdipocytes	32	33
SHSY5Y	153	154	SubcutaneousAdipocytes	79	80
SHSY5Y	118	119	SubcutaneousAdipocytes	97	98
SHSY5Y	4	5	SubcutaneousAdipocytes	113	114
SHSY5Y	25	26	SubcutaneousAdipocytes	84	85
SHSY5Y	30	31	SubcutaneousAdipocytes	46	47
SHSY5Y	55	56	SubcutaneousAdipocytes	109	110
SHSY5Y	74	75	SubcutaneousAdipocytes	121	122
SHSY5Y	84	85	SubcutaneousAdipocytes	96	97
SHSY5Y	113	114	SubcutaneousAdipocytes	6	7
SHSY5Y	114	115	SubcutaneousAdipocytes	8	9
SHSY5Y	125	126	SubcutaneousAdipocytes	67	68
SHSY5Y	137	138	SubcutaneousAdipocytes	43	44
CACO2	46	47	Monocytes	154	155
CACO2	38	39	Monocytes	121	122
CACO2	68	69	Monocytes	117	118
CACO2	10	11	Monocytes	31	32
CACO2	139	140	Monocytes	201	202
CACO2	27	28	Monocytes	19	20
CACO2	156	157	Monocytes	1	2
CACO2	192	193	Monocytes	186	187
CACO2	108	109	Monocytes	39	40
CACO2	62	63	Monocytes	177	178
CACO2	69	70	Monocytes	74	75
CACO2	117	118	Monocytes	60	61
CACO2	160	161	Monocytes	131	132
CACO2	97	98	Monocytes	26	27
CACO2	155	156	Monocytes	180	181
CACO2	189	190	Monocytes	107	108
CACO2	63	64	Monocytes	218	219
CACO2	93	94	Monocytes	218	219
CACO2	153	154	Monocytes	84	85
CACO2	113	114	Monocytes	183	184
CACO2	11	12	Monocytes	50	51
CACO2	52	53	Monocytes	198	199
CACO2	0	1	Monocytes	113	114
CACO2	42	43	Monocytes	203	204
CACO2	146	147	Monocytes	202	203
CACO2	149	150	Monocytes	182	183
CACO2	114	115	Monocytes	126	127
CACO2	16	17	Monocytes	253	254
CACO2	140	141	Monocytes	79	80
CACO2	74	75	Monocytes	80	81
CACO2	200	201	Monocytes	221	222
CACO2	158	159	Monocytes	263	264
CACO2	191	192	Monocytes	216	217
CACO2	75	76	Monocytes	165	166
CACO2	161	162	Monocytes	34	35
CACO2	31	32	Monocytes	246	247
CACO2	105	106	Monocytes	190	191
CACO2	80	81	Monocytes	14	15
CACO2	44	45	Monocytes	118	119
CACO2	95	96	Monocytes	18	19
CACO2	87	88	Monocytes	93	94
CACO2	193	194	Monocytes	16	17
CACO2	24	25	Monocytes	142	143
CACO2	6	7	Monocytes	21	22
CACO2	8	9	Monocytes	179	180
CACO2	12	13	Monocytes	54	55
CACO2	13	14	Monocytes	56	57
CACO2	15	16	Monocytes	4	5
CACO2	22	23	Monocytes	40	41
CACO2	28	29	Monocytes	98	99
CACO2	29	30	Monocytes	172	173
CACO2	30	31	Monocytes	236	237
CACO2	37	38	Monocytes	167	168
CACO2	40	41	Monocytes	22	23
CACO2	45	46	Monocytes	139	140
CACO2	51	52	Monocytes	2	3
CACO2	58	59	Monocytes	32	33
CACO2	70	71	Monocytes	5	6
CACO2	77	78	Monocytes	70	71
CACO2	82	83	Monocytes	92	93
CACO2	89	90	Monocytes	181	182
CACO2	90	91	Monocytes	110	111
CACO2	94	95	Monocytes	81	82
CACO2	100	101	Monocytes	215	216
CACO2	101	102	Monocytes	170	171
CACO2	111	112	Monocytes	208	209
CACO2	121	122	Monocytes	135	136
CACO2	134	135	Monocytes	152	153
CACO2	137	138	Monocytes	58	59
CACO2	138	139	Monocytes	231	232
CACO2	145	146	Monocytes	161	162
CACO2	152	153	Monocytes	195	196
CACO2	154	155	Monocytes	96	97
CACO2	178	179	Monocytes	240	241
CACO2	181	182	Monocytes	235	236
CACO2	183	184	Monocytes	91	92
CACO2	186	187	Monocytes	9	10
CACO2	187	188	Monocytes	214	215
CACO2	190	191	Monocytes	168	169
CACO2	194	195	Monocytes	123	124
CACO2	185	186	TCell	13	14
CACO2	119	120	TCell	79	80
CACO2	32	33	TCell	85	86
CACO2	69	70	TCell	31	32
CACO2	43	44	TCell	69	70
CACO2	63	64	TCell	52	53
CACO2	93	94	TCell	52	53
CACO2	9	10	TCell	6	7
CACO2	3	4	TCell	67	68
CACO2	141	142	TCell	18	19
CACO2	31	32	TCell	57	58
CACO2	71	72	TCell	10	11
CACO2	162	163	TCell	4	5
CACO2	8	9	TCell	38	39
CACO2	23	24	TCell	80	81
CACO2	29	30	TCell	54	55
CACO2	36	37	TCell	65	66
CACO2	45	46	TCell	9	10
CACO2	56	57	TCell	76	77
CACO2	76	77	TCell	93	94
CACO2	77	78	TCell	8	9
CACO2	78	79	TCell	84	85
CACO2	86	87	TCell	32	33
CACO2	96	97	TCell	7	8
CACO2	122	123	TCell	15	16
CACO2	136	137	TCell	56	57
CACO2	145	146	TCell	59	60
CACO2	148	149	TCell	73	74
CACO2	168	169	TCell	24	25
CACO2	179	180	TCell	71	72
CACO2	124	125	Hepatocytes	83	84
CACO2	108	109	Hepatocytes	108	109
CACO2	59	60	Hepatocytes	77	78
CACO2	117	118	Hepatocytes	121	122
CACO2	115	116	Hepatocytes	16	17
CACO2	163	164	Hepatocytes	10	11
CACO2	113	114	Hepatocytes	42	43
CACO2	116	117	Hepatocytes	45	46
CACO2	142	143	Hepatocytes	99	100
CACO2	0	1	Hepatocytes	15	16
CACO2	114	115	Hepatocytes	136	137
CACO2	180	181	Hepatocytes	70	71
CACO2	105	106	Hepatocytes	118	119
CACO2	80	81	Hepatocytes	31	32
CACO2	199	200	Hepatocytes	7	8
CACO2	103	104	Hepatocytes	11	12
CACO2	193	194	Hepatocytes	151	152
CACO2	20	21	Hepatocytes	126	127
CACO2	17	18	Hepatocytes	44	45
CACO2	30	31	Hepatocytes	85	86
CACO2	36	37	Hepatocytes	72	73
CACO2	40	41	Hepatocytes	116	117
CACO2	47	48	Hepatocytes	97	98
CACO2	48	49	Hepatocytes	86	87
CACO2	85	86	Hepatocytes	162	163
CACO2	86	87	Hepatocytes	65	66
CACO2	88	89	Hepatocytes	66	67
CACO2	89	90	Hepatocytes	130	131
CACO2	90	91	Hepatocytes	33	34
CACO2	101	102	Hepatocytes	17	18
CACO2	118	119	Hepatocytes	161	162
CACO2	126	127	Hepatocytes	59	60
CACO2	127	128	Hepatocytes	84	85
CACO2	128	129	Hepatocytes	111	112
CACO2	130	131	Hepatocytes	79	80
CACO2	143	144	Hepatocytes	62	63
CACO2	154	155	Hepatocytes	64	65
CACO2	157	158	Hepatocytes	41	42
CACO2	165	166	Hepatocytes	27	28
CACO2	38	39	VisceralAdipocytes	102	103
CACO2	196	197	VisceralAdipocytes	91	92
CACO2	72	73	VisceralAdipocytes	68	69
CACO2	139	140	VisceralAdipocytes	128	129
CACO2	54	55	VisceralAdipocytes	28	29
CACO2	197	198	VisceralAdipocytes	26	27
CACO2	73	74	VisceralAdipocytes	19	20
CACO2	108	109	VisceralAdipocytes	123	124
CACO2	67	68	VisceralAdipocytes	25	26
CACO2	115	116	VisceralAdipocytes	149	150
CACO2	39	40	VisceralAdipocytes	107	108
CACO2	99	100	VisceralAdipocytes	44	45
CACO2	52	53	VisceralAdipocytes	33	34
CACO2	146	147	VisceralAdipocytes	159	160
CACO2	34	35	VisceralAdipocytes	42	43
CACO2	200	201	VisceralAdipocytes	121	122
CACO2	184	185	VisceralAdipocytes	162	163
CACO2	203	204	VisceralAdipocytes	72	73
CACO2	202	203	VisceralAdipocytes	23	24
CACO2	162	163	VisceralAdipocytes	112	113
CACO2	49	50	VisceralAdipocytes	109	110
CACO2	102	103	VisceralAdipocytes	51	52
CACO2	24	25	VisceralAdipocytes	86	87
CACO2	20	21	VisceralAdipocytes	69	70
CACO2	18	19	VisceralAdipocytes	105	106
CACO2	23	24	VisceralAdipocytes	160	161
CACO2	61	62	VisceralAdipocytes	63	64
CACO2	120	121	VisceralAdipocytes	81	82
CACO2	123	124	VisceralAdipocytes	48	49
CACO2	127	128	VisceralAdipocytes	145	146
CACO2	130	131	VisceralAdipocytes	139	140
CACO2	133	134	VisceralAdipocytes	53	54
CACO2	143	144	VisceralAdipocytes	132	133
CACO2	194	195	VisceralAdipocytes	137	138
CACO2	38	39	SubcutaneousAdipocytes	45	46
CACO2	79	80	SubcutaneousAdipocytes	57	58
CACO2	32	33	SubcutaneousAdipocytes	126	127
CACO2	57	58	SubcutaneousAdipocytes	0	1
CACO2	65	66	SubcutaneousAdipocytes	10	11
CACO2	189	190	SubcutaneousAdipocytes	103	104
CACO2	43	44	SubcutaneousAdipocytes	80	81
CACO2	55	56	SubcutaneousAdipocytes	32	33
CACO2	99	100	SubcutaneousAdipocytes	55	56
CACO2	0	1	SubcutaneousAdipocytes	91	92
CACO2	141	142	SubcutaneousAdipocytes	99	100
CACO2	114	115	SubcutaneousAdipocytes	112	113
CACO2	34	35	SubcutaneousAdipocytes	35	36
CACO2	16	17	SubcutaneousAdipocytes	125	126
CACO2	203	204	SubcutaneousAdipocytes	76	77
CACO2	202	203	SubcutaneousAdipocytes	24	25
CACO2	144	145	SubcutaneousAdipocytes	25	26
CACO2	44	45	SubcutaneousAdipocytes	127	128
CACO2	208	209	SubcutaneousAdipocytes	3	4
CACO2	103	104	SubcutaneousAdipocytes	113	114
CACO2	171	172	SubcutaneousAdipocytes	84	85
CACO2	49	50	SubcutaneousAdipocytes	109	110
CACO2	26	27	SubcutaneousAdipocytes	40	41
CACO2	29	30	SubcutaneousAdipocytes	102	103
CACO2	37	38	SubcutaneousAdipocytes	81	82
CACO2	78	79	SubcutaneousAdipocytes	114	115
CACO2	94	95	SubcutaneousAdipocytes	56	57
CACO2	123	124	SubcutaneousAdipocytes	110	111
CACO2	130	131	SubcutaneousAdipocytes	22	23
CACO2	143	144	SubcutaneousAdipocytes	88	89
CACO2	152	153	SubcutaneousAdipocytes	74	75
CACO2	172	173	SubcutaneousAdipocytes	42	43
CACO2	177	178	SubcutaneousAdipocytes	83	84
Monocytes	134	135	TCell	22	23
Monocytes	108	109	TCell	20	21
Monocytes	10	11	TCell	95	96
Monocytes	141	142	TCell	68	69
Monocytes	74	75	TCell	31	32
Monocytes	218	219	TCell	52	53
Monocytes	17	18	TCell	27	28
Monocytes	246	247	TCell	57	58
Monocytes	104	105	TCell	19	20
Monocytes	89	90	TCell	28	29
Monocytes	192	193	TCell	46	47
Monocytes	247	248	TCell	87	88
Monocytes	197	198	TCell	33	34
Monocytes	49	50	TCell	14	15
Monocytes	179	180	TCell	38	39
Monocytes	172	173	TCell	54	55
Monocytes	139	140	TCell	9	10
Monocytes	70	71	TCell	8	9
Monocytes	161	162	TCell	59	60
Monocytes	6	7	TCell	12	13
Monocytes	8	9	TCell	17	18
Monocytes	13	14	TCell	0	1
Monocytes	41	42	TCell	55	56
Monocytes	42	43	TCell	89	90
Monocytes	65	66	TCell	30	31
Monocytes	71	72	TCell	29	30
Monocytes	75	76	TCell	82	83
Monocytes	88	89	TCell	36	37
Monocytes	100	101	TCell	70	71
Monocytes	116	117	TCell	86	87
Monocytes	129	130	TCell	44	45
Monocytes	187	188	TCell	62	63
Monocytes	193	194	TCell	94	95
Monocytes	210	211	TCell	2	3
Monocytes	211	212	TCell	43	44
Monocytes	220	221	TCell	83	84
Monocytes	245	246	TCell	74	75
Monocytes	258	259	TCell	75	76
Monocytes	212	213	Hepatocytes	104	105
Monocytes	244	245	Hepatocytes	34	35
Monocytes	230	231	Hepatocytes	47	48
Monocytes	108	109	Hepatocytes	94	95
Monocytes	260	261	Hepatocytes	19	20
Monocytes	178	179	Hepatocytes	56	57
Monocytes	39	40	Hepatocytes	108	109
Monocytes	11	12	Hepatocytes	143	144
Monocytes	3	4	Hepatocytes	22	23
Monocytes	144	145	Hepatocytes	123	124
Monocytes	257	258	Hepatocytes	30	31
Monocytes	66	67	Hepatocytes	98	99
Monocytes	60	61	Hepatocytes	121	122
Monocytes	183	184	Hepatocytes	42	43
Monocytes	151	152	Hepatocytes	91	92
Monocytes	112	113	Hepatocytes	156	157
Monocytes	113	114	Hepatocytes	15	16
Monocytes	205	206	Hepatocytes	164	165
Monocytes	126	127	Hepatocytes	136	137
Monocytes	44	45	Hepatocytes	39	40
Monocytes	102	103	Hepatocytes	107	108
Monocytes	43	44	Hepatocytes	14	15
Monocytes	190	191	Hepatocytes	118	119
Monocytes	27	28	Hepatocytes	26	27
Monocytes	14	15	Hepatocytes	31	32
Monocytes	143	144	Hepatocytes	142	143
Monocytes	197	198	Hepatocytes	63	64
Monocytes	7	8	Hepatocytes	73	74
Monocytes	16	17	Hepatocytes	151	152
Monocytes	236	237	Hepatocytes	85	86
Monocytes	22	23	Hepatocytes	116	117
Monocytes	181	182	Hepatocytes	130	131
Monocytes	110	111	Hepatocytes	33	34
Monocytes	170	171	Hepatocytes	17	18
Monocytes	96	97	Hepatocytes	64	65
Monocytes	0	1	Hepatocytes	144	145
Monocytes	6	7	Hepatocytes	120	121
Monocytes	25	26	Hepatocytes	24	25
Monocytes	41	42	Hepatocytes	88	89
Monocytes	71	72	Hepatocytes	75	76
Monocytes	77	78	Hepatocytes	127	128
Monocytes	87	88	Hepatocytes	135	136
Monocytes	114	115	Hepatocytes	152	153
Monocytes	125	126	Hepatocytes	3	4
Monocytes	128	129	Hepatocytes	105	106
Monocytes	130	131	Hepatocytes	35	36
Monocytes	145	146	Hepatocytes	117	118
Monocytes	150	151	Hepatocytes	124	125
Monocytes	157	158	Hepatocytes	165	166
Monocytes	176	177	Hepatocytes	129	130
Monocytes	196	197	Hepatocytes	106	107
Monocytes	219	220	Hepatocytes	138	139
Monocytes	220	221	Hepatocytes	82	83
Monocytes	222	223	Hepatocytes	101	102
Monocytes	223	224	Hepatocytes	128	129
Monocytes	224	225	Hepatocytes	96	97
Monocytes	226	227	Hepatocytes	57	58
Monocytes	234	235	Hepatocytes	4	5
Monocytes	241	242	Hepatocytes	51	52
Monocytes	248	249	Hepatocytes	1	2
Monocytes	251	252	Hepatocytes	145	146
Monocytes	256	257	Hepatocytes	28	29
Monocytes	52	53	VisceralAdipocytes	8	9
Monocytes	212	213	VisceralAdipocytes	156	157
Monocytes	121	122	VisceralAdipocytes	102	103
Monocytes	127	128	VisceralAdipocytes	49	50
Monocytes	201	202	VisceralAdipocytes	128	129
Monocytes	97	98	VisceralAdipocytes	64	65
Monocytes	166	167	VisceralAdipocytes	82	83
Monocytes	259	260	VisceralAdipocytes	29	30
Monocytes	39	40	VisceralAdipocytes	123	124
Monocytes	11	12	VisceralAdipocytes	96	97
Monocytes	141	142	VisceralAdipocytes	65	66
Monocytes	136	137	VisceralAdipocytes	140	141
Monocytes	33	34	VisceralAdipocytes	100	101
Monocytes	17	18	VisceralAdipocytes	36	37
Monocytes	112	113	VisceralAdipocytes	120	121
Monocytes	198	199	VisceralAdipocytes	33	34
Monocytes	122	123	VisceralAdipocytes	135	136
Monocytes	202	203	VisceralAdipocytes	159	160
Monocytes	227	228	VisceralAdipocytes	131	132
Monocytes	99	100	VisceralAdipocytes	136	137
Monocytes	221	222	VisceralAdipocytes	121	122
Monocytes	69	70	VisceralAdipocytes	161	162
Monocytes	43	44	VisceralAdipocytes	155	156
Monocytes	89	90	VisceralAdipocytes	27	28
Monocytes	143	144	VisceralAdipocytes	18	19
Monocytes	85	86	VisceralAdipocytes	126	127
Monocytes	247	248	VisceralAdipocytes	59	60
Monocytes	171	172	VisceralAdipocytes	111	112
Monocytes	162	163	VisceralAdipocytes	125	126
Monocytes	142	143	VisceralAdipocytes	86	87
Monocytes	148	149	VisceralAdipocytes	70	71
Monocytes	123	124	VisceralAdipocytes	137	138
Monocytes	0	1	VisceralAdipocytes	66	67
Monocytes	37	38	VisceralAdipocytes	14	15
Monocytes	41	42	VisceralAdipocytes	67	68
Monocytes	45	46	VisceralAdipocytes	158	159
Monocytes	61	62	VisceralAdipocytes	71	72
Monocytes	78	79	VisceralAdipocytes	141	142
Monocytes	100	101	VisceralAdipocytes	62	63
Monocytes	109	110	VisceralAdipocytes	37	38
Monocytes	114	115	VisceralAdipocytes	150	151
Monocytes	128	129	VisceralAdipocytes	21	22
Monocytes	130	131	VisceralAdipocytes	78	79
Monocytes	133	134	VisceralAdipocytes	152	153
Monocytes	137	138	VisceralAdipocytes	144	145
Monocytes	156	157	VisceralAdipocytes	50	51
Monocytes	158	159	VisceralAdipocytes	124	125
Monocytes	175	176	VisceralAdipocytes	75	76
Monocytes	185	186	VisceralAdipocytes	143	144
Monocytes	211	212	VisceralAdipocytes	108	109
Monocytes	226	227	VisceralAdipocytes	93	94
Monocytes	52	53	SubcutaneousAdipocytes	26	27
Monocytes	72	73	SubcutaneousAdipocytes	28	29
Monocytes	121	122	SubcutaneousAdipocytes	45	46
Monocytes	260	261	SubcutaneousAdipocytes	98	99
Monocytes	97	98	SubcutaneousAdipocytes	85	86
Monocytes	166	167	SubcutaneousAdipocytes	106	107
Monocytes	66	67	SubcutaneousAdipocytes	94	95
Monocytes	107	108	SubcutaneousAdipocytes	103	104
Monocytes	153	154	SubcutaneousAdipocytes	79	80
Monocytes	149	150	SubcutaneousAdipocytes	75	76
Monocytes	113	114	SubcutaneousAdipocytes	91	92
Monocytes	122	123	SubcutaneousAdipocytes	117	118
Monocytes	126	127	SubcutaneousAdipocytes	112	113
Monocytes	228	229	SubcutaneousAdipocytes	120	121
Monocytes	253	254	SubcutaneousAdipocytes	125	126
Monocytes	169	170	SubcutaneousAdipocytes	105	106
Monocytes	27	28	SubcutaneousAdipocytes	21	22
Monocytes	118	119	SubcutaneousAdipocytes	127	128
Monocytes	103	104	SubcutaneousAdipocytes	46	47
Monocytes	172	173	SubcutaneousAdipocytes	102	103
Monocytes	167	168	SubcutaneousAdipocytes	81	82
Monocytes	81	82	SubcutaneousAdipocytes	56	57
